Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length_duplicated_0,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
59542,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,338,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,87954,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,136.4349546354,22.7391591059,87954.0,0.0,87954,87954,87954,87954.0,0.0,87954,87954,0,0.0,0.0,0,0,0,0,0,0,40,0,22.7391591059,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
55860,111,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,108108.108108108,18018.018018018,111.0,0.0,111,111,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9009.009009009,9009.009009009,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1111,251,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,60213784,10,9,506,310,458,0,50.6,143.1581875642,298,0,34.4444444444,98.867475834,13.5517143384,0.3155423682,3345210.22222222,4774942.22174411,10001218,0,60213784,6690420.44444444,4955129.37403263,10104694,162,60110223,7513777.875,4608979.57554327,10104813,5374,0,0,0,0,212,252,0.1660749306,0.1494674376,0,458,40.8,118.2404330168,13980.8,0,0,0,1,0,0,0,0,0,42.9473684211,50.6,34.4444444444,212,0,0,0,0,0,0,10,506,9,310,8192,110,9,20,129969.333333333,64896.2534532362,262438,103297,9905661.33333333,209171.990594024,10001218,9480747,0
443,8045498,7,7,1044,374,517,0,149.1428571,238.3138187,206,0,53.42857143,83.8487868,176.2476356,1.740103596,618884.4615,2113673.052,7651670,3,393825,65637.5,73500.79816,160935,153,7929665,1321610.833,3122909.12,7695148,3,0,0,0,0,232,232,0.870051798,0.870051798,0,517,94.53333333,174.1476659,30327.40952,0,0,0,1,0,0,0,0,1,101.2857143,149.1428571,53.42857143,232,0,0,0,0,0,0,7,1044,7,374,29200,245,3,32,393825.0,0.0,393825,393825,7651670.0,0.0,7651670,7651670,0
80,102068675,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,114.3249876,0.127365227,8505722.917,28400000.0,98800000,0,101000000,12600000.0,34800000.0,98800000,0,1365493,455164.3333,787615.2916,1364624,6,0,0,0,0,192,92,0.088175927,0.039189301,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,1945933.0,0.0,1945933,1945933,98800000.0,0.0,98800000,98800000,1
80,97784550,9,5,62,11601,20,0,6.888888889,5.30199124,5840,0,2320.2,2436.833027,119.2724208,0.143171902,7521888.462,24800000.0,89800000,1,97700000,12200000.0,31500000.0,89800000,1,59161,14790.25,25144.17382,52239,184,0,0,0,0,192,112,0.09203908,0.051132822,0,5840,777.9333333,1723.622534,2970874.638,0,0,0,0,1,0,0,0,0,833.5,6.888888889,2320.2,192,0,0,0,0,0,0,9,62,5,11601,256,229,7,20,2016.0,0.0,2016,2016,48900000.0,57900000.0,89800000,7939806,1
5000,90,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,88888.88889,22222.22222,90.0,0.0,90,90,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,11111.11111,11111.11111,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
80,807189,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,14404.30928,8.672070606,134531.5,326921.1667,801846,50,5052,2526.0,3201.779505,4790,262,807139,269046.3333,461424.5747,801846,192,0,0,0,0,72,92,3.716601688,4.955468917,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
2323,61,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,131147.541,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,16393.44262,16393.44262,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
80,43908,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,264803.6804,159.4242507,7318.0,13851.44609,34676,6,8997,4498.5,6353.354429,8991,6,43757,14585.66667,17934.40744,34676,190,0,0,0,0,72,92,68.32467887,91.09957183,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
443,727397,9,11,703,3950,267,0,78.11111111,103.3022803,1448,0,359.0909091,569.9183195,6396.78195,27.49530174,38284.05263,49488.74067,134231,4,631951,78993.875,67735.90721,176312,224,632174,63217.4,76238.76069,238038,4,0,0,0,0,296,360,12.37288578,15.12241596,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,0,1,232.65,78.11111111,359.0909091,296,0,0,0,0,0,0,9,703,11,3950,29200,252,4,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,24240,1,1,43,87,43,43,43.0,0.0,87,87,87.0,0.0,5363.036304,82.50825083,24240.0,0.0,24240,24240,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,41.25412541,41.25412541,43,87,57.66666667,25.40341184,645.3333333,0,0,0,0,0,0,0,0,1,86.5,43.0,87.0,32,0,0,0,0,0,0,1,43,1,87,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,243,2,2,84,228,42,42,42.0,0.0,114,114,114.0,0.0,1283950.617,16460.90535,81.0,101.6021653,195,0,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,0,0,64,64,8230.452675,8230.452675,42,114,70.8,39.43602414,1555.2,0,0,0,0,0,0,0,0,1,88.5,42.0,114.0,64,0,0,0,0,0,0,2,84,2,228,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,31076,2,2,58,122,29,29,29.0,0.0,61,61,61.0,0.0,5792.251255,128.7166946,10358.66667,17936.54081,31070,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,64.35834728,64.35834728,29,61,41.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,52.25,29.0,61.0,64,0,0,0,0,0,0,2,58,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,8778729,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.733880952,0.455646825,2926243.0,5067460.21,8777642,4,8778729,2926243.0,5067460.21,8777642,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.455646825,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1087.0,0.0,1087,1087,8777642.0,0.0,8777642,8777642,1
2910,45,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,133333.3333,44444.44444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22222.22222,22222.22222,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
53292,137,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,87591.24088,14598.54015,137.0,0.0,137,137,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,7299.270073,7299.270073,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,58,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,6579591,35,47,3219,74300,613,0,91.97142857,200.2477121,4344,0,1580.851064,983.089252,11781.73537,12.46278074,81229.51852,555352.8155,4998952,1,6579447,193513.1471,851709.9736,4999151,1,6483419,140943.8913,736432.0734,4998952,2,0,0,0,0,1132,1512,5.319479585,7.143301157,0,4344,933.9638554,1054.45676,1111879.06,0,0,0,1,0,0,0,0,1,945.3536585,91.97142857,1580.851064,1132,0,0,0,0,0,0,35,3219,47,74300,65535,281,9,32,0.0,0.0,0,0,0.0,0.0,0,0,0
48507,2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,85261131,8,6,758,11595,376,0,94.75,173.6036125,4344,0,1932.5,1754.831473,144.8843084,0.164201434,6558548.538,23600000.0,85000000,1,85300000,12200000.0,32100000.0,85000000,1,235524,47104.8,105060.113,235042,49,0,0,0,0,252,200,0.093829391,0.070372043,0,4344,823.5333333,1412.044762,1993870.41,0,0,0,0,1,0,0,0,0,882.3571429,94.75,1932.5,252,0,0,0,0,0,0,8,758,6,11595,251,235,3,20,1020.0,0.0,1020,1020,85000000.0,0.0,85000000,85000000,1
80,84470221,7,5,353,11595,353,0,50.42857143,133.421459,7240,0,2319.0,3003.171157,141.4462974,0.142061899,7679111.0,25400000.0,84300000,1,84300000,14100000.0,34400000.0,84300000,1,137524,34381.0,62050.56487,127195,70,0,0,0,0,232,168,0.082869441,0.059192458,0,7240,919.0769231,2083.835225,4342369.244,0,0,0,0,1,0,0,0,0,995.6666667,50.42857143,2319.0,232,0,0,0,0,0,0,7,353,5,11595,274,235,1,32,6.0,0.0,6,6,84300000.0,0.0,84300000,84300000,1
61196,8238096,7,9,11613,62,5755,0,1659.0,2421.093623,20,0,6.888888889,5.30199124,1417.196401,1.942196352,549206.4,1602974.267,6071617,0,8238096,1373016.0,2551285.663,6346926,4,6345495,793186.875,2134470.756,6071617,0,0,0,0,0,152,192,0.849710904,1.092485448,0,5755,687.1176471,1703.133138,2900662.485,0,0,0,0,1,1,0,0,1,730.0625,1659.0,6.888888889,152,0,0,0,0,0,0,7,11613,9,62,229,256,5,20,275262.0,0.0,275262,275262,6071617.0,0.0,6071617,6071617,0
443,156,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,76923.0769230769,12820.5128205128,156.0,0.0,156,156,156,156.0,0.0,156,156,0,0.0,0.0,0,0,0,0,0,0,40,0,12820.5128205128,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64209,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,12645054,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.372469109,0.395411518,3161263.5,6318525.371,12600000,3,12600000,3161263.5,6318525.371,12600000,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.395411518,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,6003.0,0.0,6003,6003,12600000.0,0.0,12600000,12600000,1
880,51,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,156862.7451,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,19607.84314,19607.84314,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
80,115341971,9,6,324,11595,324,0,36.0,108.0,5803,0,1932.5,2539.075088,103.3361915,0.130048064,8238712.214,26600000.0,99300000,3,115000000,14400000.0,34800000.0,99300000,3,1623,324.6,427.7713174,982,3,0,0,0,0,304,200,0.078028838,0.052019226,0,5803,744.9375,1748.674068,3057860.996,0,0,0,0,1,0,0,0,0,794.6,36.0,1932.5,304,0,0,0,0,0,0,9,324,6,11595,274,235,1,32,2003.0,0.0,2003,2003,57700000.0,58900000.0,99300000,16000000,1
53,60592,2,2,78,310,39,39,39.0,0.0,155,155,155.0,0.0,6403.4856086612,66.0153155532,20197.3333333333,34936.9154095397,60539,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,40,88,33.0076577766,33.0076577766,39,155,85.4,63.5358166706,4036.8,0,0,0,0,0,0,0,0,1,106.75,39.0,155.0,40,0,0,0,0,0,0,2,78,2,310,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
58121,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,370,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,212,2,2,132,388,66,66,66.0,0.0,194,194,194.0,0.0,2452830.189,18867.92453,70.66666667,117.2021046,206,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9433.962264,9433.962264,66,194,117.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,146.5,66.0,194.0,64,0,0,0,0,0,0,2,132,2,388,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,100169683,7,6,373,11595,373,0,53.28571429,140.9807484,4344,0,1932.5,1754.831473,119.4772674,0.129779786,8347473.583,28900000.0,100000000,1,100000000,16700000.0,40800000.0,100000000,1,153387,30677.4,61961.60773,141136,48,0,0,0,0,232,200,0.069881423,0.059898363,0,4344,854.8571429,1460.05015,2131746.44,0,0,0,0,1,0,0,0,0,920.6153846,53.28571429,1932.5,232,0,0,0,0,0,0,7,373,6,11595,251,235,1,32,1008.0,0.0,1008,1008,100000000.0,0.0,100000000,100000000,1
80,86351946,5,6,315,11595,309,0,63.0,137.5427206,5803,0,1932.5,2539.075088,137.9239328,0.127385664,8635194.6,27000000.0,85400000,3,86400000,21600000.0,42500000.0,85400000,3,1306,261.2,436.9121193,1035,3,0,0,0,0,164,200,0.057902575,0.06948309,0,5803,993.0,1974.952566,3900437.636,1,0,0,0,0,0,0,0,1,1083.272727,63.0,1932.5,164,0,0,0,0,0,0,5,315,6,11595,0,235,1,20,0.0,0.0,0,0,85400000.0,0.0,85400000,85400000,1
53,154044,1,1,55,83,55,55,55.0,0.0,83,83,83.0,0.0,895.8479395497,12.9833034717,154044.0,0.0,154044,154044,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6.4916517359,6.4916517359,55,83,64.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,96.5,55.0,83.0,20,0,0,0,0,0,0,1,55,1,83,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,31459395,12,13,3581,6596,3254,0,298.4166667,933.0381906,1529,0,507.3846154,678.9701194,323.4963673,0.794675168,1310808.125,3354121.332,10100000,3,21600000,1964793.727,4024031.003,10100000,200,31400000,2619263.083,4463152.315,10200000,3,0,0,0,0,392,424,0.381444081,0.413231087,0,3254,391.4230769,788.4159904,621599.7738,0,0,0,1,0,0,0,0,1,407.08,298.4166667,507.3846154,392,0,0,0,0,0,0,12,3581,13,6596,29200,122,3,32,509234.0,822822.6238,1459324,28374,9977230.0,156979.3342,10100000,9806657,0
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,32471,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,61.59342182,32471.0,0.0,32471,32471,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,30.79671091,30.79671091,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,314,188,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
1417,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
55605,1887,3,0,43,0,31,6,14.3333333333,14.4337567297,0,0,0.0,0.0,22787.4933757287,1589.8251192369,943.5,1330.0678554119,1884,3,1887,943.5,1330.0678554119,1884,3,0,0.0,0.0,0,0,0,0,0,0,60,0,1589.8251192369,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.3333333333,14.3333333333,0.0,60,0,0,0,0,0,0,3,43,0,0,110,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
43890,97,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20618.5567,97.0,0.0,97,97,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10309.27835,10309.27835,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,114,297,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,163,2,2,76,202,38,38,38.0,0.0,101,101,101.0,0.0,1705521.47239264,24539.8773006135,54.3333333333,88.0473357537,156,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,12269.9386503067,12269.9386503067,38,101,63.2,34.5065211228,1190.7,0,0,0,0,0,0,0,0,1,79.0,38.0,101.0,40,0,0,0,0,0,0,2,76,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,49448281,9,7,614,419,572,0,68.22222222,188.9270876,413,0,59.85714286,155.7374164,20.89051387,0.323570399,3296552.067,4707313.708,10000000,114,49400000,6181035.125,4910258.298,10000000,15215,40600000,6766658.667,5033316.276,10000000,448,0,0,0,0,192,200,0.182008349,0.141562049,0,572,60.76470588,164.9376888,27204.44118,0,0,0,1,0,0,0,0,0,64.5625,68.22222222,59.85714286,192,0,0,0,0,0,0,9,614,7,419,8192,949,8,20,175085.8,357641.3064,814854,15003,9714570.4,505312.0828,10000000,8833228,0
80,85427016,5,6,339,11595,327,0,67.8,144.9282581,10136,0,1932.5,4060.245892,139.6981957,0.128764886,8542701.6,27000000.0,85300000,3,85300000,21300000.0,42600000.0,85300000,3,85400000,17100000.0,38100000.0,85300000,64,0,0,0,0,144,200,0.058529494,0.070235393,0,10136,995.0,2908.640076,8460187.091,1,0,0,0,0,0,0,0,1,1085.454545,67.8,1932.5,144,0,0,0,0,0,0,5,339,6,11595,0,235,2,20,10005.0,0.0,10005,10005,85300000.0,0.0,85300000,85300000,1
80,28575243,7,5,457,752,427,0,65.2857142857,159.516680722,746,0,150.4,332.9606583367,42.30935149,0.4199439354,2597749.36363636,4420679.04732104,10011115,89,28575243,4762540.5,5194715.87878624,10047962,769,20145632,5036408.0,5781566.44461407,10047772,21111,0,0,0,0,152,136,0.2449672956,0.1749766397,0,746,93.0,228.5140404147,52218.6666666667,0,0,0,1,0,0,0,0,0,100.75,65.2857142857,150.4,152,0,0,0,0,0,0,7,457,5,752,8192,343,6,20,74072.0,64640.2059480011,148712,36657,9451009.0,917050.895859112,10011115,8392693,0
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,85237138,6,7,357,11595,339,0,59.5,136.9580228,7240,0,1656.428571,2566.885263,140.2205691,0.152515679,7103094.833,24600000.0,85100000,1,85100000,17000000.0,38000000.0,85100000,1,85200000,14200000.0,34700000.0,85100000,82,0,0,0,0,164,232,0.070391852,0.082123827,0,7240,854.1428571,1934.323848,3741608.747,1,0,0,0,0,0,0,0,1,919.8461538,59.5,1656.428571,164,0,0,0,0,0,0,6,357,7,11595,0,235,3,20,9976.0,0.0,9976,9976,85100000.0,0.0,85100000,85100000,1
53,159819,2,2,74,312,37,37,37.0,0.0,156,156,156.0,0.0,2415.232231,25.02831328,53273.0,92186.67218,159721,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,64,64,12.51415664,12.51415664,37,156,84.6,65.17898434,4248.3,0,0,0,0,0,0,0,0,1,105.75,37.0,156.0,64,0,0,0,0,0,0,2,74,2,312,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,98679828,7,4,366,11595,360,0,52.28571429,135.707669,8688,0,2898.75,4095.56617,121.2101829,0.111471617,9867982.8,31200000.0,98700000,1,98700000,16400000.0,40300000.0,98700000,1,10616,3538.666667,5626.066595,10034,188,0,0,0,0,220,136,0.070936484,0.040535133,0,8688,996.75,2560.885895,6558136.568,0,0,0,0,1,0,0,0,0,1087.363636,52.28571429,2898.75,220,0,0,0,0,0,0,7,366,4,11595,251,235,2,20,975.0,0.0,975,975,98700000.0,0.0,98700000,98700000,1
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,99541697,8,6,303,11595,303,0,37.875,107.1266773,4344,0,1932.5,1754.831473,119.5277995,0.140644578,7657053.615,27600000.0,99400000,1,99400000,14200000.0,37600000.0,99400000,1,148477,29695.4,59249.13038,135213,49,0,0,0,0,264,200,0.08036833,0.060276248,0,4344,793.2,1425.753445,2032772.886,0,0,0,0,1,0,0,0,0,849.8571429,37.875,1932.5,264,0,0,0,0,0,0,8,303,6,11595,251,235,1,32,988.0,0.0,988,988,99400000.0,0.0,99400000,99400000,1
443,63194493,7,3,187,98,46,6,26.71428571,20.0890873,46,6,32.66666667,23.09401077,4.509886645,0.158241637,7021610.333,19300000.0,58400000,3,63200000,10500000.0,23500000.0,58400000,3,63100000,31600000.0,38200000.0,58600000,4539951,1,0,0,0,140,60,0.110769146,0.047472491,6,46,30.09090909,19.5982374,384.0909091,0,1,0,0,1,0,0,0,0,33.1,26.71428571,32.66666667,140,0,0,0,0,0,0,7,187,3,98,16257,863,6,20,228810.0,0.0,228810,228810,58400000.0,0.0,58400000,58400000,0
62920,8,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,1500000.0,250000.0,8.0,0.0,8,8,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,125000.0,125000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,286,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,51882,1,1,46,74,46,46,46.0,0.0,74,74,74.0,0.0,2312.9409043599,38.5490150727,51882.0,0.0,51882,51882,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,19.2745075363,19.2745075363,46,74,55.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,83.0,46.0,74.0,32,0,0,0,0,0,0,1,46,1,74,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,31847,2,2,78,240,39,39,39.0,0.0,120,120,120.0,0.0,9985.241938,125.6005275,10615.66667,18343.58845,31797,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,64,40,62.80026376,62.80026376,39,120,71.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,89.25,39.0,120.0,64,0,0,0,0,0,0,2,78,2,240,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,84382156,9,6,305,11595,305,0,33.88888889,101.6666667,5792,0,1932.5,2179.547086,141.0250764,0.177762701,6027296.857,22300000.0,83400000,2,84400000,10500000.0,29400000.0,83400000,2,17394,3478.8,7556.550847,16996,50,0,0,0,0,304,200,0.106657621,0.071105081,0,5792,743.75,1579.068607,2493457.667,0,0,0,0,1,0,0,0,0,793.3333333,33.88888889,1932.5,304,0,0,0,0,0,0,9,305,6,11595,274,235,1,32,989.0,0.0,989,989,83400000.0,0.0,83400000,83400000,1
