dur,spkts,dpkts,sbytes,dbytes,sttl,dttl,sload,dload,sloss,dloss,tcprtt,synack,ackdat,ct_srv_src,ct_dst_ltm,ct_src_ltm,ct_dst_src_ltm,ct_state_ttl,ct_flw_http_mthd,is_sm_ips_ports,label,family,is_attack
2.166278,10,10,796,1188,62,252,2647.859619,3951.478271,2,2,0.270247,0.098015,0.172232,1,1,2,1,1,0.0,0,1,Exploits,1
0.00179,4,4,536,304,31,29,1796648.0,1018994.438,0,0,0.0,0.0,0.0,14,3,4,2,0,0.0,0,0,Benign,0
0.00178,4,4,520,304,31,29,1752809.0,1024719.063,0,0,0.0,0.0,0.0,5,3,3,3,0,0.0,0,0,Benign,0
0.182894,10,8,744,1276,62,252,29306.5918,48858.89844,2,2,0.028983,0.016857,0.012126,1,1,1,1,1,1.0,0,1,Exploits,1
0.738871,10,8,778,1184,62,252,7589.958496,11217.11426,2,2,0.126185,0.068638,0.057547,1,1,1,1,1,0.0,0,1,DoS,1
0.222405,8,12,424,8824,31,29,13345.02344,290964.6875,1,4,0.000724,0.000573,0.000151,3,4,6,3,0,0.0,0,0,Benign,0
4e-06,2,0,200,0,254,0,200000000.0,0.0,0,0,0.0,0.0,0.0,14,2,2,2,2,0.0,0,1,Fuzzers,1
1.004594,12,18,1580,10168,31,29,11538.99023,76480.64844,3,5,0.000657,0.000523,0.000134,2,4,5,1,0,1.0,0,0,Benign,0
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,11,3,3,3,2,0.0,0,1,Generic,1
0.160645,96,98,5486,94690,31,29,270360.125,4667385.0,7,42,0.000646,0.000507,0.000139,10,7,6,1,0,0.0,0,0,Benign,0
5e-06,2,0,114,0,254,0,91200000.0,0.0,0,0,0.0,0.0,0.0,7,3,3,3,2,0.0,0,1,Generic,1
1.5e-05,2,0,114,0,254,0,30400000.0,0.0,0,0,0.0,0.0,0.0,18,5,5,5,2,0.0,0,1,Generic,1
0.00104,2,2,146,178,31,29,561538.4375,684615.375,0,0,0.0,0.0,0.0,11,3,3,1,0,0.0,0,0,Benign,0
6e-06,2,0,2122,0,254,0,1414666624.0,0.0,0,0,0.0,0.0,0.0,2,1,1,1,2,0.0,0,1,Generic,1
0.018537,16,18,1540,1644,31,29,623186.0625,670227.125,4,4,0.000643,0.000509,0.000134,7,6,10,6,0,0.0,0,0,Benign,0
1.21212,10,8,832,1192,62,252,4943.404785,6883.806641,2,2,0.208756,0.087206,0.12155,2,2,2,3,1,4.0,0,1,Analysis,1
3e-06,2,0,200,0,254,0,114285712.0,0.0,0,0,0.0,0.0,0.0,13,7,10,7,2,0.0,0,1,Exploits,1
1.631982,62,368,3020,474471,62,252,14568.78809,2319545.25,2,182,0.057764,0.011119,0.046645,1,1,1,1,1,1.0,0,1,Exploits,1
1e-05,2,0,200,0,254,0,80000000.0,0.0,0,0,0.0,0.0,0.0,12,4,5,4,2,0.0,0,1,Exploits,1
0.357916,6,4,466,182,254,252,8694.777344,3062.171143,2,1,0.116945,0.064343,0.052602,6,1,1,1,4,0.0,0,1,Fuzzers,1
1e-06,2,0,114,0,254,0,456000000.0,0.0,0,0,0.0,0.0,0.0,11,4,4,4,2,0.0,0,1,Generic,1
0.183,10,6,834,268,254,252,32830.60156,9792.349609,2,1,0.041196,0.025751,0.015445,2,1,1,1,1,1.0,0,1,Exploits,1
0.014931,38,40,2438,19422,31,29,1271984.5,10146407.0,7,13,0.000723,0.000587,0.000136,17,3,3,2,0,0.0,0,0,Benign,0
0.613301,10,8,1030,354,254,252,12091.94238,4043.69165,2,1,0.162786,0.065603,0.097183,2,2,4,1,1,0.0,0,1,Fuzzers,1
0.654583,14,8,8928,424,31,29,101328.6328,4534.18457,4,1,0.000604,0.000468,0.000136,4,2,8,1,0,0.0,0,0,Benign,0
1.202639,14,18,1684,10168,31,29,10403.78711,63886.17188,3,5,0.000654,0.000531,0.000123,2,4,1,2,0,1.0,0,0,Benign,0
1.1e-05,2,0,116,0,62,0,42181816.0,0.0,0,0,0.0,0.0,0.0,3,2,2,2,2,0.0,0,1,DoS,1
2.562931,122,126,7818,15328,31,29,24203.53906,47467.52734,30,32,0.005764,0.001925,0.003839,8,6,6,6,0,0.0,0,0,Benign,0
0.006109,24,24,2158,2478,31,29,2709445.0,3110165.25,6,6,0.000708,0.000572,0.000136,16,1,2,1,0,0.0,0,0,Benign,0
0.205022,10,6,1350,268,254,252,47409.54297,8740.525391,2,1,0.069715,0.035507,0.034208,2,1,1,1,1,1.0,0,1,Exploits,1
0.17926,10,6,804,268,254,252,32310.60938,9996.65332,2,1,0.051329,0.007237,0.044092,2,1,1,1,1,0.0,0,1,Exploits,1
0.001038,2,2,146,178,31,29,562620.4375,685934.5,0,0,0.0,0.0,0.0,3,7,1,1,0,0.0,0,0,Benign,0
0.014661,42,44,2646,26060,31,29,1409453.625,13897006.0,7,15,0.000663,0.000521,0.000142,10,3,6,2,0,0.0,0,0,Benign,0
0.03176,66,68,3926,54818,31,29,974055.4375,13605038.0,7,27,0.000624,0.000485,0.000139,6,2,3,1,0,0.0,0,0,Benign,0
0.001112,2,2,146,178,31,29,525179.875,640287.8125,0,0,0.0,0.0,0.0,2,5,4,1,0,0.0,0,0,Benign,0
0.004883,18,18,3960,2456,31,29,6127380.5,3800942.0,7,7,0.00069,0.000542,0.000148,12,3,3,2,0,0.0,0,0,Benign,0
1.1e-05,2,0,168,0,254,0,61090908.0,0.0,0,0,0.0,0.0,0.0,1,1,1,1,2,0.0,0,1,Reconnaissance,1
0.04889,40,42,2542,22592,31,29,405645.3438,3608918.0,7,14,0.000639,0.000507,0.000132,4,1,4,1,0,0.0,0,0,Benign,0
2.076812,10,10,1148,1940,254,252,3983.027832,6725.692871,2,2,0.121179,0.064035,0.057144,3,2,4,3,1,1.0,0,1,Generic,1
0.579786,8,8,364,914,62,252,4401.624023,11038.55566,1,2,0.093104,0.047776,0.045328,3,2,2,2,1,0.0,0,1,Exploits,1
2e-06,2,0,114,0,254,0,228000000.0,0.0,0,0,0.0,0.0,0.0,4,3,3,3,2,0.0,0,1,Generic,1
1e-06,2,0,114,0,254,0,456000000.0,0.0,0,0,0.0,0.0,0.0,9,2,2,2,2,0.0,0,1,Generic,1
0.005027,18,18,3840,2456,31,29,5772031.0,3692063.0,7,7,0.000709,0.00054,0.000169,8,4,3,3,0,0.0,0,0,Benign,0
0.254536,18,8,10520,1510,62,252,312285.875,41550.11328,6,2,0.073074,0.023506,0.049568,1,3,3,9,1,1.0,0,1,DoS,1
0.023874,62,58,5928,8010,31,29,1954595.0,2637848.75,14,17,0.002485,0.002227,0.000258,1,2,1,1,0,0.0,0,0,Benign,0
0.263875,10,8,830,1350,62,252,22647.08594,35835.14844,2,2,0.051118,0.006563,0.044555,1,1,1,1,1,1.0,0,1,Exploits,1
6.875318,344,746,18370,1087890,31,29,21313.3418,1264153.25,2,370,0.000595,0.000472,0.000123,3,2,1,1,0,1.0,0,0,Benign,0
0.012634,42,44,2646,24004,31,29,1635586.5,14854520.0,7,15,0.000671,0.000538,0.000133,11,2,2,1,0,0.0,0,0,Benign,0
0.00102,2,2,146,178,31,29,572549.0625,698039.25,0,0,0.0,0.0,0.0,3,2,8,2,0,0.0,0,0,Benign,0
0.006277,24,24,2158,2464,31,29,2636928.5,3010355.25,6,6,0.000774,0.000615,0.000159,5,4,2,2,0,0.0,0,0,Benign,0
2.050867,12,10,986,818,254,252,3526.313477,2874.881592,3,2,0.213621,0.111541,0.10208,3,2,2,2,1,0.0,0,1,Fuzzers,1
3.899847,312,746,16706,1087890,31,29,34161.33984,2228666.0,2,370,0.000612,0.000498,0.000114,2,2,4,1,0,1.0,0,0,Benign,0
0.004574,10,12,528,8824,31,29,832531.6875,14147792.0,1,4,0.000622,0.000488,0.000134,10,6,5,4,0,0.0,0,0,Benign,0
1.2e-05,2,0,1152,0,62,0,384000000.0,0.0,0,0,0.0,0.0,0.0,1,1,1,1,2,0.0,0,1,DoS,1
0.019895,52,54,3182,39694,31,29,1254988.625,15665845.0,7,20,0.000745,0.00063,0.000115,6,3,5,1,0,0.0,0,0,Benign,0
0.004632,4,4,568,320,31,29,735751.3125,414507.7813,0,0,0.0,0.0,0.0,8,4,4,3,0,0.0,0,0,Benign,0
0.024421,52,40,37266,3276,31,29,11973301.0,1046640.125,18,8,0.000642,0.000521,0.000121,2,1,4,1,0,0.0,0,0,Benign,0
0.563073,10,8,938,354,254,252,12005.54883,4404.402344,2,1,0.116717,0.088191,0.028526,1,1,1,1,1,1.0,0,1,Exploits,1
1.142627,122,126,7800,14988,31,29,54169.91016,104110.9688,30,32,0.000652,0.00052,0.000132,10,2,7,1,0,0.0,0,0,Benign,0
0.421151,10,10,776,4234,62,252,13277.89746,72392.08594,2,3,0.076771,0.042549,0.034222,1,19,2,1,1,1.0,0,1,Exploits,1
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.0,0.0,0.0,7,3,4,3,2,0.0,0,1,Generic,1
0.021922,60,62,3614,44406,31,29,1296962.0,15943801.0,7,24,0.000783,0.000647,0.000136,6,2,2,1,0,0.0,0,0,Benign,0
0.010894,36,38,2334,16102,31,29,1666972.75,11513861.0,7,12,0.0007,0.000544,0.000156,13,6,6,2,0,0.0,0,0,Benign,0
0.596443,8,12,424,8824,31,29,4976.166992,108496.5391,1,4,0.000644,0.000499,0.000145,2,5,4,2,0,0.0,0,0,Benign,0
0.688143,6,6,268,268,254,252,2604.109863,2604.109863,1,1,0.074166,0.074166,0.0,5,1,1,1,1,0.0,0,1,Fuzzers,1
0.001148,2,2,146,178,31,29,508710.7813,620209.0625,0,0,0.0,0.0,0.0,2,3,1,1,0,0.0,0,0,Benign,0
0.001028,2,2,146,178,31,29,568093.375,692607.0,0,0,0.0,0.0,0.0,3,7,2,2,0,0.0,0,0,Benign,0
1.029127,12,12,826,682,254,252,5892.373047,4866.260254,3,4,0.096686,0.042221,0.054465,3,1,2,1,1,0.0,0,1,Fuzzers,1
0.004475,4,4,568,304,31,29,761564.25,407597.7813,0,0,0.0,0.0,0.0,12,4,5,4,0,0.0,0,0,Benign,0
1.73837,42,21,31227,1649,62,252,140287.75,7229.76123,18,7,0.10437,0.057741,0.046629,1,1,1,1,1,0.0,0,1,Exploits,1
0.05701,78,80,4550,69922,31,29,630345.5625,9689248.0,7,33,0.000633,0.000507,0.000126,6,1,1,1,0,0.0,0,0,Benign,0
0.537297,8,6,2376,1078,254,252,30954.94531,13385.52051,2,2,0.105365,0.042351,0.063014,1,5,1,1,1,0.0,0,1,Generic,1
0.533852,16,18,1540,1644,31,29,21638.95703,23272.36914,4,4,0.000736,0.000597,0.000139,5,4,6,3,0,0.0,0,0,Benign,0
5e-06,2,0,1064,0,254,0,851200000.0,0.0,0,0,0.0,0.0,0.0,2,1,1,1,2,0.0,0,1,Fuzzers,1
0.003914,8,10,1038,820,31,29,1857945.875,1508431.25,2,2,0.000639,0.000501,0.000138,2,3,10,2,0,4.0,0,0,Benign,0
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.0,0.0,0.0,10,3,5,3,2,0.0,0,1,Generic,1
0.350071,28,30,4536,3080,31,29,99956.85938,68054.76563,7,7,0.000724,0.000552,0.000172,6,5,3,3,0,0.0,0,0,Benign,0
0.001,2,2,146,178,31,29,584000.0,711999.9375,0,0,0.0,0.0,0.0,2,3,4,1,0,0.0,0,0,Benign,0
8e-06,2,0,200,0,254,0,50000000.0,0.0,0,0,0.0,0.0,0.0,10,6,10,6,2,0.0,0,1,Backdoors,1
0.064018,14,8,8928,424,31,29,1036083.563,46361.95703,4,1,0.000734,0.000572,0.000162,3,5,8,4,0,0.0,0,0,Benign,0
0.068839,48,50,2974,33550,31,29,338529.0313,3820973.75,7,18,0.000603,0.000473,0.00013,11,2,2,1,0,0.0,0,0,Benign,0
0.00504,18,18,4352,2456,31,29,6525396.5,3682539.5,7,7,0.00076,0.000612,0.000148,14,3,8,3,0,0.0,0,0,Benign,0
0.109789,62,58,5928,8010,31,29,425033.4688,573609.375,14,17,0.000715,0.000583,0.000132,1,3,2,1,0,0.0,0,0,Benign,0
0.014116,2,2,76,122,254,60,21535.8457,34570.69922,0,0,0.0,0.0,0.0,3,1,2,1,3,0.0,0,1,Backdoors,1
0.001103,2,2,130,162,31,29,471441.5313,587488.6875,0,0,0.0,0.0,0.0,2,7,8,5,0,0.0,0,0,Benign,0
1.004949,12,18,1580,10168,31,29,11534.91406,76453.63281,3,5,0.000685,0.000539,0.000146,1,5,3,5,0,1.0,0,0,Benign,0
0.104508,74,74,4342,65938,31,29,327936.625,4979293.5,7,30,0.000682,0.000534,0.000148,11,3,3,1,0,0.0,0,0,Benign,0
50.004292,6,0,384,0,1,0,51.195606,0.0,0,0,0.0,0.0,0.0,2,4,2,2,0,0.0,0,0,Benign,0
0.216587,10,10,924,4328,62,252,30731.29883,143905.2188,2,3,0.057637,0.012633,0.045004,3,3,4,3,1,1.0,0,1,Exploits,1
7e-06,2,0,200,0,254,0,114285712.0,0.0,0,0,0.0,0.0,0.0,6,3,7,3,2,0.0,0,1,DoS,1
0.481217,10,12,880,8104,62,252,13166.61719,123503.5313,2,4,0.165411,0.112854,0.052557,2,1,2,2,1,1.0,0,1,Exploits,1
0.011582,34,36,2230,14994,31,29,1495423.875,10069418.0,7,11,0.000718,0.000588,0.00013,11,5,3,1,0,0.0,0,0,Benign,0
7e-06,2,0,200,0,254,0,133333328.0,0.0,0,0,0.0,0.0,0.0,10,6,9,6,2,0.0,0,1,Exploits,1
0.2235,8,12,424,8824,31,29,13279.64258,289539.1563,1,4,0.000651,0.000519,0.000132,2,11,7,7,0,0.0,0,0,Benign,0
0.686183,10,10,802,3934,62,252,8417.580078,41283.44922,2,3,0.180426,0.089644,0.090782,1,1,2,1,1,0.0,0,1,Exploits,1
1e-06,2,0,114,0,254,0,456000000.0,0.0,0,0,0.0,0.0,0.0,4,5,4,4,2,0.0,0,1,Generic,1
0.820841,70,60,12472,12716,31,29,119818.5703,121875.0,17,17,0.000765,0.000625,0.00014,22,15,18,6,0,0.0,0,0,Benign,0
9e-06,2,0,114,0,254,0,50666664.0,0.0,0,0,0.0,0.0,0.0,13,3,3,3,2,0.0,0,1,Generic,1
1.282944,10,10,864,1186,62,252,4851.342285,6659.683105,2,2,0.206077,0.161883,0.044194,3,2,2,2,1,4.0,0,1,Analysis,1
0.004739,18,18,4200,2456,31,29,6696771.5,3916438.0,7,7,0.000592,0.000465,0.000127,10,4,6,3,0,0.0,0,0,Benign,0
7e-06,2,0,104,0,254,0,59428572.0,0.0,0,0,0.0,0.0,0.0,6,2,2,1,2,0.0,0,1,Fuzzers,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,13,4,4,4,2,0.0,0,1,Generic,1
0.271894,10,6,768,268,254,252,20360.875,6590.803711,2,1,0.117331,0.052858,0.064473,2,1,6,1,1,1.0,0,1,Reconnaissance,1
1e-05,2,0,114,0,254,0,45600000.0,0.0,0,0,0.0,0.0,0.0,11,8,7,7,2,0.0,0,1,Generic,1
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.0,0.0,0.0,6,3,3,3,2,0.0,0,1,Generic,1
0.531021,10,6,1042,268,254,252,14131.26758,3374.631104,2,1,0.16103,0.083436,0.077594,3,1,1,1,1,1.0,0,1,Backdoor,1
8e-06,2,0,114,0,254,0,57000000.0,0.0,0,0,0.0,0.0,0.0,13,4,5,4,2,0.0,0,1,Generic,1
0.234476,10,12,828,9216,62,252,25452.49805,288234.1875,2,4,0.068292,0.012996,0.055296,3,2,2,2,1,1.0,0,1,Exploits,1
9e-06,2,0,114,0,254,0,50666664.0,0.0,0,0,0.0,0.0,0.0,13,3,3,3,2,0.0,0,1,Generic,1
0.168278,90,92,5174,85108,31,29,243264.125,4002092.0,7,39,0.000662,0.000526,0.000136,2,1,4,1,0,0.0,0,0,Benign,0
0.010396,12,10,1036,2158,31,29,731050.375,1495190.5,4,4,0.001355,0.000752,0.000603,19,5,16,4,0,0.0,0,0,Benign,0
0.003923,8,10,1052,824,31,29,1878154.5,1513127.75,2,2,0.000649,0.000513,0.000136,2,4,8,1,0,1.0,0,0,Benign,0
3e-06,2,0,200,0,254,0,266666656.0,0.0,0,0,0.0,0.0,0.0,2,2,6,2,2,0.0,0,1,Fuzzers,1
0.372396,22,24,1920,4312,31,29,39377.4375,88787.20313,6,6,0.000668,0.000528,0.00014,2,2,4,1,0,0.0,0,0,Benign,0
0.276399,10,10,830,4104,62,252,21620.91797,106917.9063,2,3,0.073394,0.018695,0.054699,1,1,1,1,1,1.0,0,1,Exploits,1
2.289803,8,8,468,354,254,252,1432.437622,1083.062622,2,1,0.113697,0.113697,0.0,6,1,2,1,1,0.0,0,1,Reconnaissance,1
0.004748,4,4,568,320,31,29,717775.9375,404380.8125,0,0,0.0,0.0,0.0,8,3,3,3,0,0.0,0,0,Benign,0
1.838529,20,18,9240,9108,254,252,38195.75391,37429.92188,7,6,0.274392,0.193268,0.081124,3,1,2,1,1,0.0,0,1,Fuzzers,1
0.842665,20,18,5234,1386,62,252,47212.11719,12427.23926,7,7,0.057982,0.009834,0.048148,1,1,1,1,1,0.0,0,1,Generic,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,10,3,5,3,2,0.0,0,1,Generic,1
0.029112,60,62,3598,48710,31,29,972519.9375,13169827.0,7,24,0.000735,0.000601,0.000134,7,1,1,1,0,0.0,0,0,Benign,0
1.134882,14,18,1684,10168,31,29,11024.93457,67700.42969,3,5,0.000698,0.000547,0.000151,1,1,3,1,0,4.0,0,0,Benign,0
1.543419,10,8,1112,354,254,252,5188.480957,1606.822266,2,1,0.198491,0.123418,0.075073,2,1,2,1,1,1.0,0,1,Exploits,1
0.014867,46,48,2854,29218,31,29,1502387.75,15395170.0,7,17,0.000699,0.000548,0.000151,17,5,3,1,0,0.0,0,0,Benign,0
0.271334,10,6,848,268,254,252,22525.74414,6604.406738,2,1,0.113965,0.063873,0.050092,2,1,7,1,1,1.0,0,1,Exploits,1
0.303691,26,28,4288,2976,31,29,108636.7422,75603.16406,7,7,0.001727,0.001563,0.000164,8,16,9,5,0,0.0,0,0,Benign,0
0.023003,42,44,2646,25418,31,29,898317.5625,8639221.0,7,15,0.000736,0.000582,0.000154,14,11,15,3,0,0.0,0,0,Benign,0
0.007226,18,18,3840,2456,31,29,4015499.5,2568502.5,7,7,0.000739,0.000607,0.000132,9,6,3,3,0,0.0,0,0,Benign,0
1.042174,12,12,632,682,254,252,4452.231445,4805.339844,3,4,0.135596,0.085871,0.049725,2,1,1,1,1,0.0,0,1,Fuzzers,1
1.153176,14,18,1684,10168,31,29,10850.03516,66626.42969,3,5,0.001378,0.001178,0.0002,1,3,1,1,0,1.0,0,0,Benign,0
0.417016,10,8,1140,354,254,252,19682.69727,5947.01416,2,1,0.100525,0.051696,0.048829,10,3,2,2,1,0.0,0,1,Fuzzers,1
0.017047,42,44,2646,23966,31,29,1212178.125,10991729.0,7,15,0.000911,0.000528,0.000383,6,2,4,1,0,0.0,0,0,Benign,0
1.81874,228,234,24240,29348,31,29,106157.0078,128541.7344,54,67,0.000767,0.000635,0.000132,1,1,4,1,0,0.0,0,0,Benign,0
1.053171,14,18,1684,10168,31,29,11880.31152,72953.01563,3,5,0.001567,0.0005,0.001067,2,3,2,1,0,1.0,0,0,Benign,0
1.113912,12,18,1580,10168,31,29,10406.56738,68974.92969,3,5,0.000638,0.000499,0.000139,3,4,2,1,0,1.0,0,0,Benign,0
0.239704,10,6,770,268,254,252,23128.52539,7475.887207,2,1,0.090474,0.034685,0.055789,2,1,1,1,1,0.0,0,1,Exploits,1
2.504396,22,24,1162,1704,62,252,3545.765137,5216.427734,7,9,0.106411,0.029543,0.076868,1,2,3,2,1,0.0,0,1,Exploits,1
3.225101,238,436,13662,545216,31,29,33747.78125,1349330.75,21,196,0.00063,0.0005,0.00013,10,3,4,1,0,0.0,0,0,Benign,0
0.009144,34,36,2230,13288,31,29,1894138.25,11302712.0,7,11,0.000737,0.000585,0.000152,4,2,4,1,0,0.0,0,0,Benign,0
0.792162,12,8,1106,708,254,252,10240.33008,6261.345703,3,2,0.14489,0.072974,0.071916,13,3,7,3,1,0.0,0,1,Fuzzers,1
0.401629,10,12,908,7524,62,252,16293.64453,137380.5156,2,4,0.114275,0.060805,0.05347,3,1,2,3,1,1.0,0,1,Exploits,1
0.764859,16,18,1540,1644,31,29,15103.43652,16243.5166,4,4,0.001345,0.001132,0.000213,11,8,4,4,0,0.0,0,0,Benign,0
0.993461,60,14,68189,612,254,252,539954.75,4581.961426,27,1,0.123037,0.057139,0.065898,3,1,1,3,1,1.0,0,1,Fuzzers,1
7e-06,2,0,114,0,254,0,65142856.0,0.0,0,0,0.0,0.0,0.0,4,4,5,4,2,0.0,0,1,Generic,1
0.396674,28,30,4632,3080,31,29,90089.08594,60059.39453,7,7,0.000627,0.000485,0.000142,7,8,5,3,0,0.0,0,0,Benign,0
1.14862,344,746,18370,1087890,31,29,127575.6953,7566868.0,2,370,0.000664,0.000535,0.000129,2,7,3,1,0,1.0,0,0,Benign,0
0.033716,78,80,4550,67380,31,29,1065844.125,15787875.0,7,33,0.000812,0.000647,0.000165,14,2,2,1,0,0.0,0,0,Benign,0
0.471399,10,6,1030,268,254,252,15731.89551,3801.450439,2,1,0.175747,0.084738,0.091009,1,1,1,1,1,1.0,0,1,Exploits,1
0.005398,4,4,568,312,31,29,631344.9375,346795.0938,0,0,0.0,0.0,0.0,8,3,7,3,0,0.0,0,0,Benign,0
5e-06,2,0,200,0,254,0,72727272.0,0.0,0,0,0.0,0.0,0.0,6,7,6,6,2,0.0,0,1,Analysis,1
1e-06,2,0,114,0,254,0,456000000.0,0.0,0,0,0.0,0.0,0.0,12,7,7,7,2,0.0,0,1,Generic,1
2.741406,14,12,1594,2492,254,252,4321.870117,6668.111328,3,3,0.098199,0.04332,0.054879,1,2,2,2,1,0.0,0,1,Generic,1
0.1906,10,6,844,268,254,252,31899.26758,9401.888672,2,1,0.050675,0.006354,0.044321,3,1,1,1,1,1.0,0,1,Exploits,1
0.004821,4,4,568,304,31,29,706907.25,378344.7188,0,0,0.0,0.0,0.0,7,7,3,3,0,0.0,0,0,Benign,0
0.267981,10,8,852,3086,62,252,22897.14648,80632.58594,2,2,0.052392,0.00608,0.046312,1,1,1,1,1,1.0,0,1,Exploits,1
0.004676,4,4,568,304,31,29,728828.0,390076.9688,0,0,0.0,0.0,0.0,7,5,5,4,0,0.0,0,0,Benign,0
1.000474,10,8,822,354,254,252,5917.195312,2478.825195,2,1,0.140027,0.071187,0.06884,1,1,1,1,1,1.0,0,1,Exploits,1
0.135757,54,42,37868,3380,31,29,2190207.5,194465.1094,19,8,0.000616,0.000488,0.000128,1,5,3,1,0,0.0,0,0,Benign,0
0.526291,16,18,1540,1644,31,29,21949.83398,23606.71094,4,4,0.000662,0.000523,0.000139,10,2,2,2,0,0.0,0,0,Benign,0
0.184204,10,8,748,1276,62,252,29271.89453,48511.43359,2,2,0.024731,0.011653,0.013078,1,1,1,1,1,1.0,0,1,DoS,1
0.030429,52,42,37374,3380,31,29,9637122.0,867593.4375,18,8,0.000614,0.000477,0.000137,2,2,1,1,0,0.0,0,0,Benign,0
0.029372,60,62,3598,49642,31,29,963911.25,13303010.0,7,24,0.000577,0.000476,0.000101,3,2,5,1,0,0.0,0,0,Benign,0
0.000979,2,2,130,162,31,29,531154.25,661899.875,0,0,0.0,0.0,0.0,4,9,5,2,0,0.0,0,0,Benign,0
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.0,0.0,0.0,3,4,3,3,2,0.0,0,1,Generic,1
0.19539,10,6,972,268,254,252,35825.78516,9171.400391,2,1,0.052297,0.008719,0.043578,1,1,1,1,1,1.0,0,1,Exploits,1
5e-06,2,0,200,0,254,0,160000000.0,0.0,0,0,0.0,0.0,0.0,19,4,5,4,2,0.0,0,1,Analysis,1
0.472055,10,6,912,268,254,252,13913.63281,3796.167969,2,1,0.09348,0.037538,0.055942,1,1,2,1,1,1.0,0,1,DoS,1
1.276724,14,18,1684,10168,31,29,9800.082031,60179.02344,3,5,0.000769,0.00066,0.000109,2,7,4,2,0,1.0,0,0,Benign,0
0.034128,60,62,3598,47288,31,29,829582.75,10906236.0,7,24,0.000719,0.000585,0.000134,10,2,10,2,0,0.0,0,0,Benign,0
1e-06,2,0,200,0,254,0,800000000.0,0.0,0,0,0.0,0.0,0.0,16,4,4,4,2,0.0,0,1,Backdoors,1
0.004137,12,12,1064,2260,31,29,1887358.0,4006768.0,4,4,0.000715,0.000544,0.000171,8,3,2,2,0,0.0,0,0,Benign,0
0.335527,10,6,1146,268,254,252,24606.06641,5340.852051,2,1,0.142169,0.071822,0.070347,1,1,2,1,1,1.0,0,1,Exploits,1
2.003883,130,24,163357,1042,254,252,647147.625,3988.25708,62,1,0.172075,0.089528,0.082547,3,1,2,1,1,0.0,0,1,Fuzzers,1
1.193336,10,8,758,354,254,252,4578.760742,2078.20752,2,1,0.134857,0.06496,0.069897,3,1,1,3,1,1.0,0,1,Fuzzers,1
0.024531,52,40,37428,3276,31,29,11971465.0,1041946.938,18,8,0.000918,0.000707,0.000211,14,5,2,1,0,0.0,0,0,Benign,0
0.660012,10,8,702,2930,62,252,7660.466797,31078.22266,2,2,0.147057,0.080763,0.066294,1,1,1,1,1,1.0,0,1,Generic,1
0.001008,2,2,132,164,31,29,523809.5313,650793.625,0,0,0.0,0.0,0.0,2,1,6,1,0,0.0,0,0,Benign,0
0.391307,10,8,818,1514,254,252,15067.45313,27088.70508,2,2,0.062311,0.03917,0.023141,1,1,1,1,1,1.0,0,1,DoS,1
0.022334,52,40,37346,3276,31,29,13120086.0,1144443.5,18,8,0.000728,0.000562,0.000166,2,2,7,1,0,0.0,0,0,Benign,0
0.001031,2,2,146,178,31,29,566440.3125,690591.625,0,0,0.0,0.0,0.0,2,6,1,1,0,0.0,0,0,Benign,0
4e-06,2,0,200,0,254,0,72727272.0,0.0,0,0,0.0,0.0,0.0,14,6,9,6,2,0.0,0,1,Analysis,1
3.5e-05,2,0,200,0,254,0,80000000.0,0.0,0,0,0.0,0.0,0.0,12,6,6,6,2,0.0,0,1,Fuzzers,1
0.921205,10,8,564,354,254,252,4411.613281,2692.126221,2,1,0.119202,0.022703,0.096499,1,1,1,1,1,0.0,0,1,Reconnaissance,1
0.015795,46,48,2854,31142,31,29,1414118.375,15444888.0,7,17,0.000712,0.000559,0.000153,7,2,2,1,0,0.0,0,0,Benign,0
0.00733,22,24,1958,2308,31,29,2039836.25,2414188.25,6,6,0.002375,0.00218,0.000195,6,3,4,1,0,0.0,0,0,Benign,0
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,10,3,3,3,2,0.0,0,1,Generic,1
5.203118,32,22,19788,1780,62,252,29474.63477,2613.817383,13,8,0.282713,0.075733,0.20698,1,1,1,1,1,0.0,0,1,Exploits,1
7e-06,2,0,114,0,254,0,65142856.0,0.0,0,0,0.0,0.0,0.0,7,7,8,7,2,0.0,0,1,Generic,1
1.224673,14,18,1684,10168,31,29,10216.60449,62736.74609,3,5,0.000653,0.000511,0.000142,2,2,2,1,0,1.0,0,0,Benign,0
0.001686,4,4,528,304,31,29,1879003.5,1081850.5,0,0,0.0,0.0,0.0,12,6,8,4,0,0.0,0,0,Benign,0
0.001092,2,2,146,178,31,29,534798.5,652014.625,0,0,0.0,0.0,0.0,9,6,4,1,0,0.0,0,0,Benign,0
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,7,3,3,3,2,0.0,0,1,Generic,1
