dur,spkts,dpkts,sbytes,dbytes,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,tcprtt,synack,ackdat,ct_srv_src,ct_dst_ltm,ct_src_ltm,ct_dst_src_ltm,ct_state_ttl,ct_flw_http_mthd,is_sm_ips_ports,label
0.487908,60,14,68469,612,254,252,1103945.875,9329.62793,27,1,8.018966,35.861383,0.06632,0.021699,0.044621,1,1,1,1,1,0.0,0,1
1.193948,16,14,860,800,254,252,5407.270508,4978.440918,4,5,79.596536,84.371,0.153508,0.07825,0.075258,6,1,2,1,1,0.0,0,1
0.004864,18,18,4016,2456,31,29,6238487.0,3815789.75,7,7,0.267294,0.255941,0.000642,0.000507,0.000135,4,3,4,3,0,0.0,0,0
0.717166,10,12,820,7002,62,252,8232.40332,71604.0625,2,4,79.685111,56.758728,0.186819,0.09205,0.094769,2,1,1,1,1,0.0,0,1
1.004906,12,18,1580,10168,31,29,11535.40625,76456.89844,3,4,91.32118,59.080352,0.000683,0.000536,0.000147,1,8,1,1,0,1.0,0,0
1.005021,12,18,1580,10168,31,29,11534.08789,76448.15625,3,5,91.330548,59.087762,0.000643,0.000525,0.000118,1,4,1,1,0,1.0,0,0
6.367305,14,12,1336,3028,62,252,1559.215454,3487.817871,3,3,489.621404,568.070187,0.236889,0.118524,0.118365,1,1,1,1,1,1.0,0,1
4e-06,2,0,104,0,254,0,104000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,21,2,6,2,2,0.0,0,1
0.228999,84,86,4862,78556,31,29,167861.0,2712431.0,7,36,2.755169,2.680694,0.001264,0.001136,0.000128,11,2,5,1,0,0.0,0,0
0.222498,8,12,424,8824,31,29,13339.44531,290843.0625,1,4,31.740715,20.171272,0.000781,0.00061,0.000171,2,4,3,3,0,0.0,0,0
4e-06,2,0,200,0,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,14,4,8,4,2,0.0,0,1
0.746085,4,2,632,496,254,60,5082.530762,2659.214355,0,0,248.695,0.006,0.0,0.0,0.0,3,3,2,2,3,0.0,0,1
0.88323,48,52,3744,19084,31,29,33205.39453,169532.2969,11,15,18.784297,17.295706,0.001271,0.001142,0.000129,6,5,9,3,0,0.0,0,0
4.669465,436,858,24536,1094788,31,29,41940.5625,1873470.25,38,390,10.733637,5.448073,0.000605,0.000463,0.000142,12,2,4,1,0,0.0,0,0
0.001714,4,4,512,304,31,29,1792298.75,1064177.375,0,0,0.447667,0.207,0.0,0.0,0.0,10,3,5,2,0,0.0,0,0
0.096959,52,42,37268,3380,31,29,3015872.5,272280.0313,18,8,1.894,2.351439,0.000685,0.000545,0.00014,3,5,4,1,0,0.0,0,0
0.001079,2,2,146,178,31,29,541241.9375,659870.25,0,0,0.011,0.005,0.0,0.0,0.0,9,9,3,2,0,0.0,0,0
0.001074,2,2,146,178,31,29,543761.625,662942.25,0,0,0.011,0.009,0.0,0.0,0.0,5,4,2,2,0,0.0,0,0
1.759149,10,8,564,354,254,252,2310.208008,1409.772583,2,1,192.856222,232.318281,0.174702,0.132917,0.041785,3,1,1,1,1,0.0,0,1
0.014604,40,40,2542,21730,31,29,1357984.125,11606135.0,7,14,0.366359,0.358564,0.000742,0.00061,0.000132,6,7,5,1,0,0.0,0,0
0.881669,52,54,2934,3742,31,29,26114.10938,33327.69922,11,15,17.281392,16.620227,0.000945,0.000793,0.000152,2,2,4,2,0,0.0,0,0
0.043933,72,74,4238,63618,31,29,761159.0,11428129.0,7,30,0.613704,0.594123,0.00068,0.000558,0.000122,5,3,2,1,0,0.0,0,0
0.005044,18,18,4112,2456,31,29,6160190.0,3679619.25,7,7,0.277412,0.264412,0.000706,0.000545,0.000161,8,3,3,2,0,0.0,0,0
1.246546,368,744,19618,1084890,31,29,125562.9531,6953177.5,2,369,3.395708,1.677038,0.00065,0.000502,0.000148,4,14,5,5,0,0.0,0,0
0.001105,2,2,146,178,31,29,528506.75,644343.875,0,0,0.004,0.003,0.0,0.0,0.0,1,3,5,2,0,0.0,0,0
1e-05,2,0,168,0,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,1,1,2,1,2,0.0,0,1
4e-06,2,0,200,0,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,10,2,2,2,2,0.0,0,1
0.459557,16,54,1788,65145,62,252,29193.33203,1113054.5,2,25,30.637135,7.949471,0.071459,0.019614,0.051845,1,1,1,1,1,0.0,0,1
2.966544,12,10,986,814,254,252,2437.85376,1976.71106,4,1,7831.487094,9386.534,0.189738,0.110752,0.078986,6,3,4,3,1,0.0,0,1
0.656561,12,8,1044,762,254,252,11660.75977,8127.195801,4,2,3265.878585,4896.51,0.151623,0.05116,0.100463,6,3,3,3,1,0.0,0,1
0.009339,4,4,544,304,31,29,349502.0938,195309.9844,0,0,0.450333,2.754667,0.0,0.0,0.0,4,5,10,3,0,0.0,0,0
0.027411,52,40,37508,3276,31,29,10736419.0,932472.3125,18,8,0.530627,0.689282,0.000669,0.000522,0.000147,1,3,3,1,0,0.0,0,0
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,14,4,4,4,2,0.0,0,1
0.197591,10,6,1018,268,254,252,37127.19531,9069.238281,2,1,20.128444,37.684602,0.055673,0.009159,0.046514,1,1,1,1,1,1.0,0,1
0.684679,10,8,994,354,254,252,10457.45606,3622.135498,2,1,68.570111,87.108711,0.143661,0.074911,0.06875,5,1,1,1,1,0.0,0,1
1.464868,236,438,13558,548216,31,29,73732.24219,2987108.75,21,197,6.23211,3.35103,0.000584,0.000464,0.00012,7,2,3,1,0,0.0,0,0
1.015778,10,8,564,354,254,252,4000.874512,2441.478516,2,1,110.333889,133.209578,0.157879,0.083292,0.074587,1,1,1,1,1,0.0,0,1
0.016977,48,50,2974,32564,31,29,1372680.75,15038229.0,7,18,0.361978,0.333224,0.000803,0.000638,0.000165,15,1,9,1,0,0.0,0,0
1.004793,12,18,1580,10168,31,29,11536.7041,76465.5,3,5,91.314179,59.073003,0.000707,0.000549,0.000158,2,3,2,2,0,2.0,0,0
0.006427,32,24,3728,5474,31,29,4496032.5,6529952.0,7,7,0.207323,0.246783,0.000805,0.00062,0.000185,1,2,1,1,0,0.0,0,0
0.528126,24,8,21972,354,254,252,318969.3438,4695.849121,9,1,22.646434,73.607859,0.066453,0.012866,0.053587,1,1,1,1,1,1.0,0,1
0.286252,10,8,818,1326,62,252,20597.23633,32446.93555,2,2,31.805778,38.572145,0.07109,0.015514,0.055576,1,1,1,1,1,1.0,0,1
7e-06,2,0,200,0,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,11,5,5,5,2,0.0,0,1
0.001159,2,2,146,178,31,29,503882.6563,614322.6875,0,0,0.011,0.009,0.0,0.0,0.0,3,2,5,1,0,0.0,0,0
0.019145,12,14,1064,2364,31,29,407834.9375,917628.5625,4,4,1.631455,1.382615,0.001338,0.001154,0.000184,1,8,2,1,0,0.0,0,0
0.530217,12,8,1068,736,254,252,14771.31055,9716.776367,3,2,48.201545,63.88657,0.146265,0.082384,0.063881,5,1,1,1,1,0.0,0,1
1.010815,14,18,1684,10168,31,29,12378.12988,76009.95313,3,5,77.728308,59.431412,0.000605,0.000476,0.000129,2,1,4,1,0,1.0,0,0
1.2e-05,2,0,114,0,254,0,38000000.0,0.0,0,0,0.012,0.0,0.0,0.0,0.0,18,4,4,4,2,0.0,0,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,15,7,8,7,2,0.0,0,1
0.1906,10,6,844,268,254,252,31899.26758,9401.888672,2,1,18.573778,36.845602,0.050675,0.006354,0.044321,3,1,1,1,1,1.0,0,1
0.029528,52,40,37190,3276,31,29,9882146.0,865619.0625,18,8,0.572118,0.743205,0.000688,0.000535,0.000153,1,2,2,1,0,0.0,0,0
0.632327,10,6,508,268,254,252,5794.470215,2833.976562,2,1,69.792333,115.486797,0.202593,0.054889,0.147704,2,1,2,2,1,1.0,0,1
0.506385,10,6,534,268,254,252,7598.960938,3538.809326,2,1,56.265,74.779398,0.250576,0.131819,0.118757,5,1,1,1,1,0.0,0,1
0.241964,10,6,852,268,254,252,25359.14453,7406.060547,2,1,25.394778,37.667199,0.082581,0.053625,0.028956,1,1,1,1,1,1.0,0,1
5e-06,2,0,168,0,254,0,134400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,1,1,2,1,2,0.0,0,1
1.036446,10,8,790,1354,62,252,5487.984863,9146.641602,2,2,115.050222,138.285422,0.152546,0.068445,0.084101,5,2,3,5,1,4.0,0,1
0.971504,10,10,796,2814,62,252,5904.247559,20858.38086,2,2,107.944889,100.586336,0.146129,0.065454,0.080675,5,1,2,1,1,0.0,0,1
0.018249,16,18,1540,1644,31,29,633021.0,680804.4375,4,4,1.1942,1.047294,0.000566,0.000441,0.000125,10,8,9,7,0,0.0,0,0
0.489909,14,20,686,6868,62,252,10401.93164,106550.3984,6,10,32.698768,24.216316,0.044065,0.029792,0.014273,1,1,1,1,3,0.0,0,1
0.004812,4,4,568,304,31,29,708229.4375,379052.375,0,0,1.236667,1.077,0.0,0.0,0.0,5,4,4,3,0,0.0,0,0
1.1e-05,2,0,168,0,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,3,1,1,1,2,0.0,0,1
1.33828,152,148,12456,27312,31,29,73975.55469,162166.375,39,45,8.860457,9.099483,0.000826,0.000645,0.000181,5,4,1,1,0,0.0,0,0
0.026998,46,48,2854,31360,31,29,827320.5625,9099044.0,7,17,0.592778,0.56066,0.00077,0.000637,0.000133,9,3,5,1,0,0.0,0,0
1.144665,14,18,1684,10168,31,29,10930.70898,67121.82031,3,5,88.021156,67.302353,0.000641,0.000523,0.000118,1,1,2,1,0,1.0,0,0
0.005007,4,4,568,304,31,29,680647.0625,364289.9688,0,0,1.340667,1.192,0.0,0.0,0.0,9,5,4,3,0,0.0,0,0
0.035174,56,58,3390,40254,31,29,757377.5625,8997555.0,7,22,0.645074,0.608351,0.000637,0.000495,0.000142,12,4,3,1,0,0.0,0,0
1e-05,2,0,114,0,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,3,4,3,3,2,0.0,0,1
0.562512,12,6,3654,268,254,252,47643.42969,3185.709961,3,1,51.137454,90.809602,0.196121,0.0853,0.110821,2,1,1,2,1,1.0,0,1
1.875867,10,6,1138,268,254,252,4371.312012,955.291626,2,1,206.332333,355.238406,0.168068,0.099672,0.068396,1,1,1,1,1,1.0,0,1
1.005624,12,18,1580,10168,31,29,11527.1709,76402.3125,3,5,91.389547,59.123708,0.000648,0.000517,0.000131,1,1,1,2,0,1.0,0,0
0.233355,10,8,2554,476,254,252,78815.53906,14295.81543,2,2,24.326556,32.245,0.053275,0.007629,0.045646,2,1,1,1,1,0.0,0,1
2e-06,2,0,114,0,254,0,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0.0,11,4,4,4,2,0.0,0,1
0.10089,84,86,4862,78556,31,29,381009.0,6156645.5,7,36,1.211843,1.178353,0.000883,0.00072,0.000163,5,2,5,1,0,0.0,0,0
0.01653,16,18,1540,1644,31,29,698850.5625,751603.1875,4,4,1.081267,0.944765,0.000586,0.000466,0.00012,6,12,6,6,0,0.0,0,0
0.001835,4,4,552,304,31,29,1804904.625,994005.4375,0,0,0.467667,0.238667,0.0,0.0,0.0,4,6,3,2,0,0.0,0,0
0.533541,10,10,608,646,254,252,8216.799805,8726.601562,2,3,59.282333,45.231555,0.155522,0.125714,0.029808,3,1,1,1,1,0.0,0,1
0.021619,46,46,2870,24114,31,29,1039086.0,8729359.0,7,16,0.473311,0.4696,0.00062,0.000484,0.000136,4,4,4,1,0,0.0,0,0
7e-06,2,0,114,0,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,7,7,7,7,2,0.0,0,1
0.660325,14,36,1370,37948,62,252,15422.70898,446979.9063,2,15,50.79423,16.807571,0.089362,0.034921,0.054441,1,1,1,1,1,1.0,0,1
1e-05,2,0,200,0,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,12,4,11,4,2,0.0,0,1
0.496927,48,10,52659,440,254,252,830093.75,6375.182129,21,1,10.477213,52.085,0.060081,0.028155,0.031926,1,1,1,1,1,1.0,0,1
1.671706,10,10,760,1526,62,252,3273.302979,6575.318848,2,2,185.745111,176.753,0.174302,0.080276,0.094026,1,18,1,1,1,1.0,0,1
8e-06,2,0,114,0,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,16,7,8,7,2,0.0,0,1
1.454963,52,54,2934,3742,31,29,15824.45801,20195.70313,11,15,28.519393,27.442906,0.000616,0.000486,0.00013,1,4,5,3,0,0.0,0,0
0.413853,16,18,1540,1644,31,29,27913.29297,30020.32227,4,4,27.567999,24.313941,0.000872,0.000506,0.000366,12,8,9,6,0,0.0,0,0
0.008489,22,24,1920,4312,31,29,1727412.0,3894923.0,6,6,0.385619,0.341652,0.000781,0.000622,0.000159,7,2,1,1,0,0.0,0,0
0.649819,10,8,816,1120,62,252,9048.672852,12064.89746,2,2,72.202111,78.58343,0.142018,0.09871,0.043308,4,19,2,4,1,4.0,0,1
0.871134,10,8,1244,354,254,252,10285.44434,2846.864014,2,1,96.792667,106.857711,0.171813,0.093898,0.077915,3,1,1,1,1,0.0,0,1
0.117796,66,68,3926,58386,31,29,262623.5313,3906958.0,7,27,1.807231,1.750672,0.00063,0.000497,0.000133,4,1,2,1,0,0.0,0,0
1.509915,10,8,964,354,254,252,4598.93457,1642.476562,2,1,167.768333,192.713141,0.290159,0.160411,0.129748,1,3,3,5,1,1.0,0,1
1.189913,14,18,1684,10168,31,29,10515.05371,64569.42578,3,5,91.502998,69.961176,0.000711,0.000569,0.000142,2,2,1,1,0,1.0,0,0
1.601243,12,8,1040,728,254,252,4766.297363,3182.527588,3,2,138.19227,208.855281,0.238474,0.139249,0.099225,6,1,2,1,1,0.0,0,1
1.1e-05,2,0,1498,0,254,0,544727296.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,1,1,1,1,2,0.0,0,1
7.003002,460,858,25784,1094788,31,29,29390.82422,1249193.375,38,390,15.256351,8.170891,0.000685,0.000537,0.000148,16,9,8,8,0,0.0,0,0
0.004997,18,18,4368,2456,31,29,6605563.0,3714228.5,7,7,0.275412,0.261118,0.000734,0.000555,0.000179,8,5,3,3,0,0.0,0,0
2.184577,10,10,1140,892,254,252,3757.249023,2940.61499,2,2,242.730778,230.218328,0.15793,0.080953,0.076977,1,1,1,2,1,1.0,0,1
5e-06,2,0,114,0,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,9,2,2,2,2,0.0,0,1
1.00804,14,18,1684,10168,31,29,12412.20606,76219.20313,3,5,77.51031,59.263824,0.000729,0.00055,0.000179,15,1,2,1,0,0.0,0,0
6e-06,2,0,114,0,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,7,4,4,4,2,0.0,0,1
0.86987,10,8,934,902,62,252,7734.48877,7265.453613,2,2,96.540667,109.71457,0.225253,0.101856,0.123397,1,1,7,1,1,1.0,0,1
1.1e-05,2,0,200,0,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,10,3,7,3,2,0.0,0,1
4e-06,2,0,200,0,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,22,4,6,4,2,0.0,0,1
0.08924,2,2,168,152,254,60,7530.255371,6813.088379,0,0,0.011,0.011,0.0,0.0,0.0,2,1,1,1,3,0.0,0,1
0.438444,10,6,2544,268,254,252,41784.12891,4087.181152,2,1,47.818667,86.119797,0.045287,0.007835,0.037452,3,1,1,1,1,0.0,0,1
0.568308,10,6,2580,268,254,252,32686.50195,3153.219727,2,1,61.725778,102.756797,0.121193,0.054505,0.066688,1,1,1,1,1,1.0,0,1
7e-06,2,0,114,0,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,10,7,7,7,2,0.0,0,1
0.003917,8,10,1064,824,31,29,1901455.25,1515445.625,2,2,0.510857,0.377778,0.000635,0.00051,0.000125,2,10,10,8,0,1.0,0,0
0.153826,52,40,37206,3276,31,29,1897780.625,166161.7656,18,8,3.009372,3.931179,0.000639,0.000506,0.000133,2,2,3,1,0,0.0,0,0
0.02698,48,50,2974,32564,31,29,863750.9375,9462713.0,7,18,0.567021,0.538082,0.000739,0.000604,0.000135,6,1,3,1,0,0.0,0,0
0.033987,122,126,7818,15382,31,29,1825168.375,3591961.5,30,32,0.284788,0.267416,0.000747,0.000554,0.000193,4,2,4,1,0,0.0,0,0
0.171221,4,4,568,312,31,29,19904.09961,10933.23828,0,0,52.013668,42.275332,0.0,0.0,0.0,4,9,11,7,0,0.0,0,0
0.472055,10,6,912,268,254,252,13913.63281,3796.167969,2,1,52.34,86.901797,0.09348,0.037538,0.055942,1,1,2,1,1,1.0,0,1
0.192969,10,6,1086,268,254,252,40545.375,9286.46582,2,1,20.125667,37.108398,0.054763,0.00742,0.047343,1,1,1,1,1,1.0,0,1
0.264791,16,18,1540,1644,31,29,43626.85938,46920.02344,4,4,17.631401,15.544765,0.000666,0.000522,0.000144,9,4,8,4,0,0.0,0,0
0.001109,2,2,146,178,31,29,526600.5625,642019.875,0,0,0.011,0.008,0.0,0.0,0.0,2,1,5,1,0,0.0,0,0
9e-06,2,0,200,0,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,15,2,3,2,2,0.0,0,1
0.119041,50,52,3848,19084,31,29,253492.4844,1257852.25,11,15,2.422225,2.322098,0.00076,0.000605,0.000155,5,3,3,1,0,0.0,0,0
7e-06,2,0,200,0,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,14,5,5,5,2,0.0,0,1
0.420799,14,10,800,518,254,252,14125.50977,8878.348633,4,3,30.710617,45.828891,0.051855,0.008334,0.043521,1,1,1,1,1,0.0,0,1
0.004133,12,12,1064,2260,31,29,1889184.625,4010646.0,4,4,0.337545,0.325818,0.000658,0.000539,0.000119,6,3,4,1,0,0.0,0,0
0.095632,78,80,4550,70820,31,29,375773.7813,5850343.0,7,33,1.236532,1.203443,0.000694,0.000551,0.000143,4,2,2,1,0,0.0,0,0
0.001059,2,2,146,178,31,29,551463.625,672332.375,0,0,0.011,0.008,0.0,0.0,0.0,3,4,6,2,0,0.0,0,0
0.953599,12,10,1290,2126,62,252,9924.506836,16057.06445,3,3,86.690821,96.543891,0.132411,0.062124,0.070287,1,1,1,1,1,1.0,0,1
1e-05,2,0,134,0,62,0,53600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,10,2,2,2,2,0.0,0,1
0.246827,12,20,916,20956,62,252,27225.54688,645277.875,2,8,22.438819,11.235422,0.052574,0.032219,0.020355,1,1,9,1,1,1.0,0,1
0.060117,4,4,544,304,31,29,54294.12891,30340.83594,0,0,14.664667,13.334333,0.0,0.0,0.0,8,7,4,2,0,0.0,0,0
1e-06,2,0,114,0,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,7,4,4,4,2,0.0,0,1
3.822777,240,438,13766,548216,31,29,28689.0918,1144644.375,21,197,15.993435,8.746572,0.000647,0.000514,0.000133,12,3,2,1,0,0.0,0,0
0.019833,56,58,3390,40254,31,29,1343215.875,15957243.0,7,22,0.354945,0.339789,0.000592,0.000461,0.000131,10,3,7,2,0,0.0,0,0
1.046837,12,18,1580,10168,31,29,11073.35742,73394.42969,3,5,95.13527,61.546411,0.000676,0.000543,0.000133,2,4,1,1,0,1.0,0,0
0.001296,2,2,146,178,31,29,450617.2813,549382.75,0,0,0.001,0.003,0.0,0.0,0.0,2,24,3,3,0,0.0,0,0
0.128935,72,74,4238,63618,31,29,259355.5,3893993.25,7,30,1.81138,1.759685,0.000598,0.000475,0.000123,10,3,7,1,0,0.0,0,0
0.27757,10,8,820,1342,62,252,21270.30859,33865.33203,2,2,30.841111,38.335715,0.058014,0.008468,0.049546,1,1,1,1,1,1.0,0,1
3.498377,10,8,944,354,254,252,1943.758423,708.900146,2,1,388.708556,486.965281,0.102707,0.070072,0.032635,1,1,1,1,1,1.0,0,1
0.032918,58,58,3494,42312,31,29,834558.625,10105839.0,7,22,0.571702,0.567404,0.000693,0.000564,0.000129,4,3,3,1,0,0.0,0,0
0.731686,10,8,898,354,254,252,8845.324219,3389.432129,2,1,81.194444,95.63143,0.126061,0.062257,0.063804,2,1,2,1,1,1.0,0,1
0.024332,48,48,2974,32296,31,29,957751.125,10397501.0,7,18,0.509553,0.503809,0.000785,0.000642,0.000143,6,2,5,2,0,0.0,0,0
0.530907,10,8,824,3068,62,252,11180.86621,40459.06641,2,2,58.881556,67.478,0.159588,0.058554,0.101034,3,2,1,1,1,0.0,0,1
1.005838,12,18,1580,10168,31,29,11524.71875,76386.05469,3,5,91.408729,59.135118,0.000679,0.000536,0.000143,1,3,1,1,0,1.0,0,0
0.001711,4,4,520,304,31,29,1823495.0,1066043.25,0,0,0.429667,0.222,0.0,0.0,0.0,3,5,5,3,0,0.0,0,0
1.1e-05,2,0,200,0,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,23,4,6,4,2,0.0,0,1
1.641879,40,158,1800,186388,62,252,8551.178711,902424.625,7,77,42.099463,10.034,0.108257,0.057402,0.050855,1,1,1,1,1,0.0,0,1
0.001779,4,4,536,304,31,29,1807757.125,1025295.063,0,0,0.474,0.219,0.0,0.0,0.0,8,5,3,2,0,0.0,0,0
0.811974,10,10,808,1018,62,252,7172.643555,9034.772461,2,2,90.219333,82.037664,0.106212,0.072962,0.03325,1,1,35,1,1,1.0,0,1
0.342602,10,6,910,268,254,252,19124.23047,5230.559082,2,1,38.066889,59.975199,0.072295,0.042069,0.030226,2,1,1,1,1,0.0,0,1
0.001088,2,2,146,178,31,29,536764.6875,654411.75,0,0,0.011,0.008,0.0,0.0,0.0,3,1,2,1,0,0.0,0,0
0.00113,2,2,146,178,31,29,516814.1563,630088.5,0,0,0.012,0.008,0.0,0.0,0.0,4,2,5,1,0,0.0,0,0
0.268314,10,8,1278,1832,62,252,34318.0,47794.74609,2,2,29.812667,35.62243,0.062944,0.01786,0.045084,2,1,1,1,1,1.0,0,1
0.211756,10,6,524,268,254,252,17831.84375,8462.570312,2,1,22.149,35.000398,0.078921,0.036747,0.042174,11,1,1,1,1,0.0,0,1
0.468223,10,8,664,354,254,252,10217.35352,5296.621582,2,1,52.024778,55.62057,0.117313,0.062159,0.055154,5,2,2,2,1,0.0,0,1
1.87769,10,8,834,354,254,252,3199.67627,1320.771851,2,1,205.161778,253.105281,0.161094,0.105943,0.055151,1,1,2,1,1,1.0,0,1
7.936738,10,8,902,354,254,252,818.47229,312.470947,2,1,881.859778,1119.356375,0.174054,0.100482,0.073572,2,1,2,1,1,1.0,0,1
0.013313,40,42,2542,22128,31,29,1489671.75,12980996.0,7,14,0.33159,0.30978,0.000739,0.000601,0.000138,6,1,4,1,0,0.0,0,0
0.364246,14,6,8928,320,31,29,182096.7031,5864.168457,4,1,28.018923,72.726602,0.001454,0.000444,0.00101,1,4,3,2,0,0.0,0,0
1.8e-05,2,0,114,0,254,0,25333332.0,0.0,0,0,0.018,0.0,0.0,0.0,0.0,20,7,8,7,2,0.0,0,1
0.712153,12,14,1258,9396,62,252,12963.50586,98012.64063,3,5,64.741183,50.947229,0.098826,0.049004,0.049822,2,1,1,1,1,1.0,0,1
0.01594,48,50,2958,32330,31,29,1453952.375,15901632.0,7,18,0.330979,0.313939,0.000685,0.000553,0.000132,12,3,3,1,0,0.0,0,0
0.924761,12,12,1088,2934,254,252,8633.582031,23270.87695,3,3,83.994638,77.833094,0.182299,0.068587,0.113712,2,1,3,1,1,0.0,0,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,6,4,4,4,2,0.0,0,1
0.802448,10,8,794,1246,62,252,7128.187988,10876.71777,2,2,89.145889,106.396711,0.131542,0.057668,0.073874,1,1,1,1,1,1.0,0,1
1.929165,10,10,1086,1160,254,252,4055.640625,4329.333984,2,2,214.351667,205.453438,0.201176,0.078972,0.122204,1,1,1,1,1,1.0,0,1
1.526841,10,10,802,1142,62,252,3782.974121,5386.28418,2,2,169.496889,162.607219,0.177507,0.063367,0.11414,4,1,2,1,1,1.0,0,1
1.005971,14,18,1684,10168,31,29,12437.73438,76375.96094,3,5,77.353921,59.143059,0.000679,0.000531,0.000148,2,2,3,1,0,1.0,0,0
0.001347,2,2,130,162,31,29,386043.0625,481069.0313,0,0,0.011,0.005,0.0,0.0,0.0,2,3,1,1,0,0.0,0,0
0.002911,6,8,320,1844,31,29,733768.4375,4435589.0,1,2,0.5156,0.339571,0.000665,0.000531,0.000134,14,27,26,20,0,0.0,0,0
11.724643,26,28,3034,19242,62,252,1991.020142,12660.51367,8,10,468.98572,426.828714,0.313966,0.199903,0.114063,2,1,2,1,1,0.0,0,1
5e-06,2,0,114,0,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,7,3,3,3,2,0.0,0,1
0.229025,10,8,796,1820,62,252,25045.30078,55644.57813,2,2,25.447222,30.613715,0.05476,0.008793,0.045967,1,1,1,1,1,1.0,0,1
0.169131,10,4,866,182,254,252,36894.48047,6480.184082,2,1,18.792333,50.764332,0.053411,0.009149,0.044262,1,1,1,1,1,1.0,0,1
0.008229,34,36,2230,12896,31,29,2104751.5,12189088.0,7,11,0.238,0.2196,0.000693,0.000538,0.000155,7,2,3,1,0,0.0,0,0
0.229025,10,8,796,1820,62,252,25045.30078,55644.57813,2,2,25.447222,30.613715,0.05476,0.008793,0.045967,1,1,1,1,1,1.0,0,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,16,7,13,7,2,0.0,0,1
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,16,6,6,6,2,0.0,0,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,13,3,3,3,2,0.0,0,1
0.001044,2,2,130,162,31,29,498084.2813,620689.625,0,0,0.01,0.003,0.0,0.0,0.0,1,4,2,1,0,0.0,0,0
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,7,3,3,3,2,0.0,0,1
1e-06,2,0,114,0,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,10,7,7,7,2,0.0,0,1
0.883255,12,10,1490,842,254,252,12372.41797,6865.514648,3,2,80.209911,91.844891,0.113025,0.056648,0.056377,7,1,2,1,1,0.0,0,1
0.001735,4,4,528,304,31,29,1825936.5,1051296.75,0,0,0.459333,0.216667,0.0,0.0,0.0,9,3,3,3,0,0.0,0,0
0.002715,4,4,528,304,31,29,1166850.875,671823.1875,0,0,0.751667,0.544,0.0,0.0,0.0,8,7,8,4,0,0.0,0,0
3.4e-05,2,0,114,0,254,0,13411764.0,0.0,0,0,0.034,0.0,0.0,0.0,0.0,14,4,5,4,2,0.0,0,1
1.1e-05,2,0,104,0,254,0,37818180.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,3,1,1,1,2,0.0,0,1
0.0,1,0,46,0,0,0,0.0,0.0,0,0,60000.596,0.0,0.0,0.0,0.0,2,2,2,2,2,0.0,1,0
0.020962,54,56,3302,40690,31,29,1236904.875,15251980.0,7,21,0.389038,0.369945,0.000738,0.000605,0.000133,4,3,3,1,0,0.0,0,0
1.157351,12,10,2026,822,254,252,12843.12207,5115.129395,3,2,101.064906,115.385445,0.235945,0.118876,0.117069,4,1,1,1,1,0.0,0,1
